131000, 0.00239, 0.02
131500, 0.00257, 0.02
132000, 0.00243, 0.02
132500, 0.00236, 0.02
133000, 0.00244, 0.02
133500, 0.00233, 0.02
134000, 0.00241, 0.02
134500, 0.00237, 0.02
135000, 0.00245, 0.02
135500, 0.00234, 0.02
136000, 0.00254, 0.02
136500, 0.00230, 0.02
137000, 0.00233, 0.02
137500, 0.00242, 0.02
138000, 0.00237, 0.02
138500, 0.00236, 0.02
139000, 0.00234, 0.02
139500, 0.00223, 0.02
140000, 0.00235, 0.02
140500, 0.00236, 0.02
141000, 0.00230, 0.02
141500, 0.00240, 0.02
142000, 0.00225, 0.02
142500, 0.00243, 0.02
143000, 0.00224, 0.02
143500, 0.00235, 0.02
144000, 0.00225, 0.02
144500, 0.00227, 0.02
145000, 0.00236, 0.02
145500, 0.00215, 0.02
146000, 0.00231, 0.02
146500, 0.00223, 0.02
147000, 0.00223, 0.02
147500, 0.00233, 0.02
148000, 0.00224, 0.02
148500, 0.00226, 0.02
149000, 0.00217, 0.02
149500, 0.00218, 0.02
150000, 0.00205, 0.02
150500, 0.00214, 0.02
151000, 0.00207, 0.02
151500, 0.00200, 0.02
152000, 0.00216, 0.02
152500, 0.00222, 0.02
153000, 0.00219, 0.02
153500, 0.00209, 0.02
154000, 0.00205, 0.02
154500, 0.00211, 0.02
155000, 0.00209, 0.02
155500, 0.00214, 0.02
156000, 0.00222, 0.02
156500, 0.00215, 0.02
157000, 0.00212, 0.02
157500, 0.00217, 0.02
158000, 0.00199, 0.02
158500, 0.00219, 0.02
159000, 0.00210, 0.02
159500, 0.00229, 0.02
160000, 0.00215, 0.02
160500, 0.00209, 0.02
161000, 0.00215, 0.02
161500, 0.00197, 0.02
162000, 0.00209, 0.02
162500, 0.00211, 0.02
163000, 0.00191, 0.02
163500, 0.00202, 0.02
164000, 0.00204, 0.02
164500, 0.00184, 0.02
165000, 0.00192, 0.02
165500, 0.00189, 0.02
166000, 0.00201, 0.02
166500, 0.00191, 0.02
167000, 0.00201, 0.02
167500, 0.00197, 0.02
168000, 0.00195, 0.02
168500, 0.00203, 0.02
169000, 0.00185, 0.02
169500, 0.00190, 0.02
170000, 0.00217, 0.02
170500, 0.00203, 0.02
171000, 0.00202, 0.02
171500, 0.00191, 0.02
172000, 0.00202, 0.02
172500, 0.00191, 0.02
173000, 0.00194, 0.02
173500, 0.00186, 0.02
174000, 0.00206, 0.02
174500, 0.00193, 0.02
175000, 0.00184, 0.02
175500, 0.00213, 0.02
176000, 0.00199, 0.02
176500, 0.00204, 0.02
177000, 0.00190, 0.02
177500, 0.00192, 0.02
178000, 0.00182, 0.02
178500, 0.00193, 0.02
179000, 0.00180, 0.02
179500, 0.00183, 0.02
180000, 0.00196, 0.02
180500, 0.00194, 0.02
181000, 0.00186, 0.02
181500, 0.00198, 0.02
182000, 0.00194, 0.02
182500, 0.00192, 0.02
183000, 0.00177, 0.02
183500, 0.00180, 0.02
184000, 0.00171, 0.02
184500, 0.00176, 0.02
185000, 0.00186, 0.02
185500, 0.00189, 0.02
186000, 0.00176, 0.02
186500, 0.00179, 0.02
187000, 0.00176, 0.02
187500, 0.00181, 0.02
188000, 0.00184, 0.02
188500, 0.00186, 0.02
189000, 0.00181, 0.02
189500, 0.00181, 0.02
190000, 0.00181, 0.02
190500, 0.00172, 0.02
191000, 0.00175, 0.02
191500, 0.00166, 0.02
192000, 0.00182, 0.02
192500, 0.00171, 0.02
193000, 0.00171, 0.02
193500, 0.00177, 0.02
194000, 0.00175, 0.02
194500, 0.00171, 0.02
195000, 0.00173, 0.02
195500, 0.00173, 0.02
196000, 0.00167, 0.02
196500, 0.00166, 0.02
197000, 0.00157, 0.02
197500, 0.00169, 0.02
198000, 0.00176, 0.02
198500, 0.00163, 0.02
199000, 0.00167, 0.02
199500, 0.00169, 0.02
200000, 0.00172, 0.02
200500, 0.00173, 0.02
201000, 0.00160, 0.02
201500, 0.00175, 0.02
202000, 0.00166, 0.02
202500, 0.00162, 0.02
203000, 0.00160, 0.02
203500, 0.00172, 0.02
