500, 0.03224, 0.005
1000, 0.02219, 0.005
1500, 0.02094, 0.005
2000, 0.01951, 0.005
2500, 0.01815, 0.005
3000, 0.01738, 0.005
3500, 0.01676, 0.005
4000, 0.01618, 0.005
4500, 0.01577, 0.005
5000, 0.01560, 0.005
5500, 0.01535, 0.005
6000, 0.01501, 0.005
6500, 0.01496, 0.005
7000, 0.01472, 0.005
7500, 0.01445, 0.005
8000, 0.01456, 0.005
8500, 0.01452, 0.005
9000, 0.01412, 0.005
9500, 0.01421, 0.005
10000, 0.01407, 0.005
10500, 0.01531, 0.02
11000, 0.01505, 0.02
11500, 0.01458, 0.02
12000, 0.01426, 0.02
12500, 0.01399, 0.02
13000, 0.01400, 0.02
13500, 0.01366, 0.02
14000, 0.01356, 0.02
14500, 0.01344, 0.02
15000, 0.01336, 0.02
15500, 0.01318, 0.02
16000, 0.01297, 0.02
16500, 0.01300, 0.02
17000, 0.01250, 0.02
17500, 0.01255, 0.02
18000, 0.01248, 0.02
18500, 0.01222, 0.02
19000, 0.01224, 0.02
19500, 0.01202, 0.02
20000, 0.01203, 0.02
20500, 0.01179, 0.02
21000, 0.01163, 0.02
21500, 0.01161, 0.02
22000, 0.01164, 0.02
22500, 0.01141, 0.02
23000, 0.01121, 0.02
23500, 0.01120, 0.02
24000, 0.01109, 0.02
24500, 0.01075, 0.02
25000, 0.01082, 0.02
25500, 0.01060, 0.02
26000, 0.01039, 0.02
26500, 0.01052, 0.02
27000, 0.01020, 0.02
27500, 0.01027, 0.02
28000, 0.01019, 0.02
28500, 0.01022, 0.02
29000, 0.00978, 0.02
29500, 0.00973, 0.02
30000, 0.00960, 0.02
30500, 0.00952, 0.02
31000, 0.00925, 0.02
31500, 0.00903, 0.02
32000, 0.00910, 0.02
32500, 0.00915, 0.02
33000, 0.00896, 0.02
33500, 0.00901, 0.02
34000, 0.00874, 0.02
34500, 0.00852, 0.02
35000, 0.00838, 0.02
35500, 0.00837, 0.02
36000, 0.00832, 0.02
36500, 0.00830, 0.02
37000, 0.00815, 0.02
37500, 0.00793, 0.02
38000, 0.00791, 0.02
38500, 0.00761, 0.02
39000, 0.00766, 0.02
39500, 0.00761, 0.02
40000, 0.00783, 0.02
40500, 0.00765, 0.02
41000, 0.00757, 0.02
41500, 0.00744, 0.02
42000, 0.00742, 0.02
42500, 0.00724, 0.02
43000, 0.00748, 0.02
43500, 0.00707, 0.02
44000, 0.00669, 0.02
44500, 0.00704, 0.02
45000, 0.00663, 0.02
45500, 0.00688, 0.02
46000, 0.00678, 0.02
46500, 0.00670, 0.02
47000, 0.00675, 0.02
47500, 0.00663, 0.02
48000, 0.00627, 0.02
48500, 0.00642, 0.02
49000, 0.00628, 0.02
49500, 0.00620, 0.02
50000, 0.00625, 0.02
50500, 0.00622, 0.02
51000, 0.00598, 0.02
51500, 0.00610, 0.02
52000, 0.00566, 0.02
52500, 0.00555, 0.02
53000, 0.00605, 0.02
53500, 0.00594, 0.02
54000, 0.00588, 0.02
54500, 0.00581, 0.02
55000, 0.00553, 0.02
55500, 0.00558, 0.02
56000, 0.00551, 0.02
56500, 0.00552, 0.02
57000, 0.00546, 0.02
57500, 0.00569, 0.02
58000, 0.00537, 0.02
58500, 0.00536, 0.02
59000, 0.00525, 0.02
59500, 0.00528, 0.02
60000, 0.00509, 0.02
60500, 0.00530, 0.02
61000, 0.00520, 0.02
61500, 0.00518, 0.02
62000, 0.00507, 0.02
62500, 0.00493, 0.02
63000, 0.00490, 0.02
63500, 0.00492, 0.02
64000, 0.00476, 0.02
64500, 0.00474, 0.02
65000, 0.00485, 0.02
65500, 0.00499, 0.02
66000, 0.00477, 0.02
66500, 0.00476, 0.02
67000, 0.00447, 0.02
67500, 0.00454, 0.02
68000, 0.00460, 0.02
68500, 0.00473, 0.02
69000, 0.00443, 0.02
69500, 0.00449, 0.02
70000, 0.00455, 0.02
70500, 0.00437, 0.02
71000, 0.00443, 0.02
71500, 0.00451, 0.02
72000, 0.00436, 0.02
72500, 0.00426, 0.02
73000, 0.00430, 0.02
73500, 0.00452, 0.02
74000, 0.00409, 0.02
74500, 0.00411, 0.02
75000, 0.00416, 0.02
75500, 0.00418, 0.02
76000, 0.00436, 0.02
76500, 0.00422, 0.02
77000, 0.00406, 0.02
77500, 0.00411, 0.02
78000, 0.00398, 0.02
78500, 0.00388, 0.02
79000, 0.00398, 0.02
79500, 0.00401, 0.02
80000, 0.00388, 0.02
80500, 0.00388, 0.02
81000, 0.00392, 0.02
81500, 0.00380, 0.02
82000, 0.00389, 0.02
82500, 0.00390, 0.02
83000, 0.00399, 0.02
83500, 0.00370, 0.02
84000, 0.00379, 0.02
84500, 0.00367, 0.02
85000, 0.00370, 0.02
85500, 0.00362, 0.02
86000, 0.00368, 0.02
86500, 0.00354, 0.02
87000, 0.00384, 0.02
87500, 0.00367, 0.02
88000, 0.00343, 0.02
88500, 0.00348, 0.02
89000, 0.00350, 0.02
89500, 0.00359, 0.02
90000, 0.00359, 0.02
90500, 0.00367, 0.02
91000, 0.00355, 0.02
91500, 0.00354, 0.02
92000, 0.00332, 0.02
92500, 0.00358, 0.02
93000, 0.00348, 0.02
93500, 0.00336, 0.02
94000, 0.00329, 0.02
94500, 0.00331, 0.02
95000, 0.00324, 0.02
95500, 0.00330, 0.02
96000, 0.00327, 0.02
96500, 0.00338, 0.02
97000, 0.00319, 0.02
97500, 0.00326, 0.02
98000, 0.00317, 0.02
98500, 0.00311, 0.02
99000, 0.00327, 0.02
99500, 0.00328, 0.02
100000, 0.00301, 0.02
100500, 0.00326, 0.02
101000, 0.00303, 0.02
101500, 0.00315, 0.02
102000, 0.00324, 0.02
102500, 0.00325, 0.02
103000, 0.00307, 0.02
103500, 0.00311, 0.02
104000, 0.00318, 0.02
104500, 0.00301, 0.02
105000, 0.00320, 0.02
105500, 0.00312, 0.02
106000, 0.00302, 0.02
106500, 0.00295, 0.02
107000, 0.00308, 0.02
107500, 0.00320, 0.02
108000, 0.00287, 0.02
108500, 0.00282, 0.02
109000, 0.00296, 0.02
109500, 0.00293, 0.02
110000, 0.00299, 0.02
110500, 0.00279, 0.02
111000, 0.00283, 0.02
111500, 0.00297, 0.02
112000, 0.00275, 0.02
112500, 0.00294, 0.02
113000, 0.00287, 0.02
113500, 0.00278, 0.02
114000, 0.00284, 0.02
114500, 0.00269, 0.02
115000, 0.00278, 0.02
115500, 0.00289, 0.02
116000, 0.00262, 0.02
116500, 0.00280, 0.02
117000, 0.00266, 0.02
117500, 0.00264, 0.02
118000, 0.00277, 0.02
118500, 0.00278, 0.02
119000, 0.00283, 0.02
119500, 0.00282, 0.02
120000, 0.00274, 0.02
120500, 0.00274, 0.02
121000, 0.00263, 0.02
121500, 0.00275, 0.02
122000, 0.00257, 0.02
122500, 0.00265, 0.02
123000, 0.00255, 0.02
123500, 0.00268, 0.02
124000, 0.00250, 0.02
124500, 0.00254, 0.02
125000, 0.00262, 0.02
125500, 0.00251, 0.02
126000, 0.00255, 0.02
126500, 0.00266, 0.02
127000, 0.00253, 0.02
127500, 0.00255, 0.02
128000, 0.00250, 0.02
128500, 0.00262, 0.02
129000, 0.00268, 0.02
129500, 0.00268, 0.02
130000, 0.00255, 0.02
130500, 0.00253, 0.02
